id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0y064wVO48bPbG3qjLS48z,Chapter 256.2 & Chapter 257.1 - Sprawy Sherlocka Holmesa,0,127641,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.718,0.32,1,-18.857,1,0.941,0.842,0.0,0.174,0.789,103.329,3
0y8gSunB92SrUhmZ30nPSz,Picaflor - Remasterizado,0,128000,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.726,0.187,3,-17.753,1,0.319,0.989,0.474,0.114,0.788,113.141,4
0yG4XvR23zSZS2XzJo0TBn,Chapter 6.2 & Chapter 7.1 - Dolina strachu,0,130290,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.66,0.293,9,-20.421,1,0.941,0.807,0.0,0.348,0.793,92.534,4
0zQczUQ6TJTesznpLFj1fI,Chapter 213.2 & Chapter 214.1 - Sprawy Sherlocka Holmesa,0,128468,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.716,0.315,1,-18.089,1,0.941,0.871,0.0,0.296,0.763,113.964,4
0zeSDxsLftNTfxMnx3xDDj,Baking Dough (Money on My Mind),0,191765,1,['Numba 9'],['3Gyi5qhR9LAJ6VP9JskBSa'],1927,0.75,0.34,6,-10.906,0,0.439,0.122,0.0,0.248,0.524,80.717,4
0zpuA5jfMQSUNZDAbvqAjR,Carmen : Acte I - La cloche a sonné (Choeur des cigarières),0,237667,0,"['Orchestre Piero Coppola', 'Ch&#339;ur Piero Coppola', 'Piero Coppola']","['37dgRh2i6zUNeHjMLCQSw9', '0TLtsgufncXZZwlG45Izd2', '799pvxQvUKEev7KTJlftDB']",1927,0.358,0.175,4,-18.265,1,0.0879,0.992,0.197,0.371,0.115,81.101,4
101TCSve8MqcWm6e1qlJlz,Les Épouseux Du Berry,0,203733,0,['Henry Laverne'],['1UAlQ3gCtHyrtbpHFc8Flb'],1927,0.544,0.17,5,-14.177,1,0.0459,0.971,2.94E-05,0.714,0.694,112.591,4
10G4BjnvsGzRoREFaBkL03,Can't Stop Thinking About You,0,219347,0,['Paul Bridgwater'],['68DP7toVeRW33XiwZtfPR6'],1927,0.667,0.251,7,-11.528,1,0.0609,0.0913,0.00103,0.222,0.329,98.025,3
10GiJBf1Zbq8esqazogQOG,The Jockey Blues - Remastered,0,171363,0,['Sammy Brown'],['2QqNIYu8EKsGI9hARDtJBQ'],1927-01-12,0.428,0.441,7,-9.251,1,0.106,0.982,0.00601,0.245,0.577,215.687,4
10LM8gI5wk31mtGEzT4UMh,Gurrumina - Remasterizado,0,176573,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.464,0.138,7,-25.512,0,0.0641,0.994,0.931,0.112,0.587,62.439,4
10XW95ROQbkYdnCAcP1nf1,Chapter 142.2 & Chapter 143.1 - Sprawy Sherlocka Holmesa,0,149339,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.733,0.271,1,-19.096,1,0.939,0.905,0.0,0.101,0.785,97.934,5
10ZMLgyPrFkerHKawYL84Q,Chapter 114.2 & Chapter 115.1 - Sprawy Sherlocka Holmesa,0,126209,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.629,0.281,1,-19.301,0,0.959,0.817,0.0,0.203,0.35,82.63,1
117kKem7bgSENTwdmyYUl7,Fumando Espero - Remasterizado,0,143800,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.671,0.115,5,-24.153,1,0.168,0.994,0.664,0.121,0.601,72.234,4
119fjkAmxJuPdjPQ0va8QP,Chonguita - Instrumental (Remasterizado),0,164880,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-20,0.862,0.319,11,-19.897,0,0.0711,0.995,0.928,0.111,0.853,119.452,4
11Lzx5ux2IBmmptZOoVqDJ,Chapter 78.2 & Chapter 79.1 - Sprawy Sherlocka Holmesa,0,151769,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.696,0.226,1,-19.166,1,0.953,0.902,0.0,0.16,0.756,136.355,3
12iEVAJuz1vKKp9k6FD7TW,Vuelve Arrepentida - Instrumental (Remasterizado),0,153120,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-06,0.858,0.18,9,-12.736,1,0.192,0.991,8.77E-06,0.143,0.906,113.354,4
13ZrfHNfVnzIZlXyetXke3,Mientras Rezonga un Fuelle - Instrumental (Remasterizado),0,180013,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-16,0.738,0.173,7,-17.355,0,0.185,0.993,0.926,0.219,0.657,116.851,4
15ZszGS5wDRO8hK0oxZoEE,Bobadilla - Instrumental (Remasterizado),0,147787,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-16,0.827,0.314,3,-16.983,1,0.0933,0.995,0.917,0.113,0.942,113.871,4
15d5pGzI4VxAvWRr4vrfCU,Jail-House Blues,0,194467,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1927,0.554,0.0696,3,-14.337,1,0.0341,0.995,0.047,0.115,0.226,75.505,4
16nrGhfLLuytWbEJYQOdIn,Canta Claro - Instrumental (Remasterizado),0,181680,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-11,0.821,0.318,9,-14.095,0,0.0692,0.994,0.889,0.11,0.831,114.04,4
186S7YmeH34KSmiDsbYobC,Chapter 70.2 & Chapter 71.1 - Dolina strachu,0,155384,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.69,0.261,1,-20.097,1,0.945,0.79,0.0,0.157,0.734,82.98,3
18Cx3HGG28RQ41GE0M3HPe,La Sombra de Milonguita - Instrumental (Remasterizado),0,186160,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-16,0.753,0.226,1,-17.934,0,0.0738,0.994,0.939,0.114,0.523,110.073,4
18w2InbZcFPT0I9whJlBvh,"Carmen : Acte II - Dragon d'Alcala, Halte-là, qui va là? (Chanson) - Je vais danser en votre honneurv (Duo)",0,300133,0,"['Orchestre Piero Coppola', 'Piero Coppola', 'José De Trévi', 'Lucy Perelli']","['37dgRh2i6zUNeHjMLCQSw9', '799pvxQvUKEev7KTJlftDB', '5G1phnkTJ23NJfLcjTKD4d', '4LPGhFUbRKcT9IpCBh1MIk']",1927,0.47,0.139,2,-18.041,0,0.116,0.99,2.31E-06,0.321,0.373,118.656,4
1ADOlp2CnR3TpNpg7DBQp0,Reefer Man - Live,3,169067,0,"['Baron Lee', 'The Blue Rhythm Band']","['6ttsvi75zlGk8d26F2Y0oo', '7rjf3ElI8cEzLqtCLSNHXD']",1927,0.848,0.26,5,-12.751,0,0.194,0.987,9.74E-06,0.109,0.846,106.746,4
1AXwopq9LROy4G2VFKHGFz,The Brakeman's Blues,1,189987,0,['Jimmie Rodgers'],['0Y0ZlznP6vzTS1qAm5dvTN'],1927,0.502,0.618,7,-3.272,1,0.0287,0.82,0.000142,0.0842,0.579,80.346,4
1AbX7Jrf43Mtwqqaoe5dqL,Mocosita - Instrumental (Remasterizado),0,185813,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-04,0.823,0.223,4,-12.275,1,0.082,0.995,0.568,0.322,0.944,115.535,4
1AvJLTJFpojn0WJMPJAZqW,La Tablada - Instrumental (Remasterizado),0,190467,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-16,0.77,0.109,1,-26.786,1,0.204,0.995,0.875,0.109,0.586,113.972,4
1BHpF6uh7FdQ0tHcT2xowd,Chapter 109.2 & Chapter 110.1 - Sprawy Sherlocka Holmesa,0,131000,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.63,0.174,1,-20.632,1,0.952,0.83,0.0,0.203,0.653,84.639,3
1BLPoS2joljvu07Bz26oWW,La Bataclana - Instrumental (Remasterizado),0,157493,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-16,0.919,0.207,10,-16.224,0,0.272,0.995,0.843,0.109,0.894,119.512,4
1BQvk4AP6PaveAzBvfMEiM,Susie,1,158178,0,"['Bix Beiderbecke', 'The Wolverines']","['3kfbYBrL3MCPAMUwKDRpc7', '4B8dr0QOVqsqugiFEJ91Oe']",1927-06-26,0.764,0.356,4,-8.984,0,0.0382,0.994,0.947,0.214,0.822,101.386,4
1CUGqnCuRcCwv41RM6dp4J,Les Artichauts,0,165000,0,['Georges Milton'],['3QoXKZbCyXdvAkA5waeXTc'],1927,0.685,0.34,9,-10.789,0,0.336,0.795,0.0,0.0612,0.686,151.711,4
1DZW15NutmXB4lvfiVu9Xa,Carmen : Acte II - La fleur que tu m'avais jetée (Air),0,237467,0,"['Orchestre Piero Coppola', 'José De Trévi', 'Piero Coppola']","['37dgRh2i6zUNeHjMLCQSw9', '5G1phnkTJ23NJfLcjTKD4d', '799pvxQvUKEev7KTJlftDB']",1927,0.276,0.259,1,-15.604,1,0.0424,0.991,0.0468,0.392,0.0817,97.213,3
1EP3FZb36DEY1RsrZiZ4lD,Ole Bitch,0,182622,1,['Numba 9'],['3Gyi5qhR9LAJ6VP9JskBSa'],1927,0.436,0.709,8,-3.178,0,0.281,0.0486,0.0,0.168,0.666,88.408,4
1EXldghDaAbIkCaxd0gsqV,Aida: Ballet Music,0,283360,0,"['Giuseppe Verdi', 'Staatskapelle Berlin', 'Pietro Mascagni']","['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '3Z5fRknMBBNfCw6pkgR9S8']",1927-01-01,0.43,0.273,5,-19.847,0,0.0486,0.959,0.915,0.55,0.499,138.036,4
1EpPXfmHg3dIk5UougJk9T,Ball and Chain Blues - Remastered,0,181209,0,['Peg Leg Howell'],['3Ks8gfOiRm64NuCnRWe6IF'],1927-01-12,0.613,0.227,7,-11.725,1,0.0484,0.971,3.97E-06,0.188,0.665,135.599,4
1Exdul3YDcU339VRDaj4hH,Sincerita',1,149667,0,['Tito Schipa'],['3OJid9CjABtxcDoW5yQB0L'],1927,0.529,0.152,5,-13.19,1,0.0461,0.994,3.74E-05,0.12,0.346,127.888,3
1H43SIDyh3O4cUOwJ3rNkj,Chapter 250.2 & Chapter 251.1 - Sprawy Sherlocka Holmesa,0,138958,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.709,0.311,1,-18.547,1,0.943,0.864,0.0,0.186,0.9,105.803,3
1Hm1hVh7wnLBvUi72qQiRK,Chapter 128.2 & Chapter 129.1 - Dolina strachu,0,129982,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.648,0.259,1,-17.797,1,0.956,0.832,0.0,0.316,0.689,88.897,4
1Hu1q3H3RfSMLQVWBLk44K,Mama! Cuco! - Instrumental (Remasterizado),0,162000,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-16,0.837,0.201,0,-12.475,0,0.243,0.993,0.755,0.118,0.714,121.326,4
1HxS8CqsNBghKqAUuJFY8b,O Marenariello,3,150840,0,['Tito Schipa'],['3OJid9CjABtxcDoW5yQB0L'],1927,0.152,0.184,9,-18.765,1,0.0404,0.99,0.00257,0.101,0.247,68.333,4
1JCQw2tI6BfQmrJPFAgwT8,Chapter 47.2 & Chapter 48.1 - Dolina strachu,0,130077,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.706,0.274,1,-19.256,1,0.947,0.778,0.0,0.12,0.618,96.902,3
1JZtt2pElwjbfLYxLWX7hn,Chapter 259.2 & Chapter 260.1 - Sprawy Sherlocka Holmesa,0,145472,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.698,0.266,8,-19.86,1,0.954,0.854,0.0,0.156,0.833,62.42,4
1K1SIQwZOcnT37y3kwcOFp,Bottle of Wine,0,198347,0,"['Why Not', 'Paul Bridgwater']","['7KGGVd7dcxhcYkwDyEeUpS', '68DP7toVeRW33XiwZtfPR6']",1927,0.634,0.811,11,-4.406,0,0.0287,0.0863,3.17E-05,0.133,0.66,112.538,4
1Kd6wA2wS75k7vGTpSAWaO,Copenhagen,3,150984,0,"['Bix Beiderbecke', 'The Wolverines']","['3kfbYBrL3MCPAMUwKDRpc7', '4B8dr0QOVqsqugiFEJ91Oe']",1927-06-26,0.668,0.403,10,-8.055,1,0.0347,0.994,0.764,0.108,0.716,110.587,4
1KmlV45OPOjoZqDaeQSsIX,Muñeca de Carne - Remasterizado,0,161933,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-16,0.894,0.213,1,-8.422,0,0.103,0.989,0.0867,0.099,0.776,120.825,4
1LT3f8LpEBnflMGDFyXGwd,Chapter 150.2 & Chapter 151.1 - Sprawy Sherlocka Holmesa,0,137924,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.739,0.29,1,-19.004,1,0.951,0.851,0.0,0.156,0.824,53.548,5
1LpRZcI6x5jEFpyZGYNK4o,Qu'est Ce Qu'il Faut Faire Pour Gagner Son Beefsteak,0,185333,0,['Georgius'],['0Yly6PvJghpLD3Lj8Kvpcj'],1927,0.683,0.396,7,-14.554,0,0.392,0.828,0.00343,0.103,0.769,64.177,4
1MZXm877wVrg1NAZzEb2Fe,Chapter 238.2 & Chapter 239.1 - Sprawy Sherlocka Holmesa,0,150245,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.694,0.256,1,-19.658,1,0.951,0.851,0.0,0.151,0.745,85.336,5
1MpAeWRaZ4MOpzMhcEngsP,"Hi Diddle, Diddle - Instrumental (Remasterizado)",0,160507,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-20,0.82,0.22,4,-13.389,1,0.0544,0.993,0.711,0.11,0.962,114.859,4
1MruyHv1npuhC2klDfISW9,El Viejo Tango - Instrumental (Remasterizado),0,179413,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-16,0.808,0.171,10,-17.619,1,0.291,0.995,0.885,0.112,0.894,119.755,4
1N34Q1974R3U60nXue2EFS,Perfume de Mujer - Remasterizado,0,178480,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-11,0.71,0.37,5,-10.905,1,0.108,0.994,0.296,0.319,0.818,111.279,4
1NEVkx4XEFStROWwVFuGep,Fruto Bendito - Remasterizado,0,94933,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.631,0.504,1,-16.106,1,0.362,0.978,0.0526,0.744,0.947,126.01,4
1NJ2hseLzdFsWXzIMo5z9W,Then We Say Goodbye,0,194133,0,['Paul Bridgwater'],['68DP7toVeRW33XiwZtfPR6'],1927,0.615,0.197,7,-14.666,1,0.0449,0.732,2.29E-05,0.0646,0.331,78.256,4
1NaMu4K1U7tp9brRcuDUE4,A Spoonful Blues,0,190950,0,['Charley Patton'],['7aExFIr0IHWO5aFjMrGwKw'],1927,0.662,0.229,11,-10.669,1,0.0624,0.994,0.851,0.125,0.759,110.074,4
1NblApq4h79IUOtJcDiF77,Amurado - Remasterizado,0,180520,0,"['Francisco Canaro', 'Agustín Irusta']","['2maQMqxNnlRrBrS1oAsrX9', '1QzkpIrrMhBwTa1eb7o9XD']",1927-09-06,0.84,0.0843,1,-15.339,1,0.165,0.993,2.67E-05,0.116,0.691,109.465,4
1OqHkSuZVwvWiWc2Ziplzw,"Carmen : Acte III - Holà, holà, José... (Duo)",0,254840,0,"['Orchestre Piero Coppola', 'Piero Coppola', 'Lucy Perelli', 'Louis Musy']","['37dgRh2i6zUNeHjMLCQSw9', '799pvxQvUKEev7KTJlftDB', '4LPGhFUbRKcT9IpCBh1MIk', '4ERv9hBlW3FZK0GBiNv3xG']",1927,0.358,0.0846,3,-18.499,0,0.0596,0.988,7.53E-05,0.31,0.198,97.688,4
1Q0uAXvrarrG8UHrs4LRGD,Saturnia - Instrumental (Remasterizado),0,192680,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-11,0.502,0.274,8,-15.308,1,0.114,0.995,0.914,0.111,0.67,72.634,3
1Q6te6g6VCPcf91ov0jE1p,Chapter 65.2 & Chapter 66.1 - Sprawy Sherlocka Holmesa,0,126358,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.698,0.257,1,-18.766,0,0.951,0.871,0.0,0.128,0.778,88.892,4
1QbcfLndPnLd2AkCS88Igi,Chapter 218.2 & Chapter 219.1 - Sprawy Sherlocka Holmesa,0,134505,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.718,0.258,1,-19.42,1,0.938,0.893,0.0,0.169,0.778,124.544,5
1QxCkn83XrQnUnY6WYR0SA,Shake Your Ashes - Live,1,167267,0,['Claude Hopkins and His Orchestra'],['2cLSO83eVhfaL96MWvEq2Z'],1927,0.704,0.395,7,-11.47,1,0.107,0.918,0.617,0.224,0.745,141.554,4
1RI5siZ05hdrYchSoIxCPH,Elle Sait Conduire Une Automobile Cécile,0,155173,0,['Biscot'],['1muGOBToagOD0Pd6tTUmao'],1927,0.805,0.243,2,-12.972,1,0.0857,0.903,0.0,0.0421,0.933,136.66,4
1RoG96lWF9sQbUSQusM5Wh,Tequila Sunrise,0,159667,0,['Marty Murray'],['3PPJWqaWM9JWXk1Dp45EQT'],1927,0.659,0.444,7,-9.874,1,0.0299,0.574,0.000751,0.11,0.513,119.929,4
1Rv9dEAZeitHTh17KfSdvk,Chapter 149.2 & Chapter 150.1 - Sprawy Sherlocka Holmesa,0,125398,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.718,0.295,1,-18.422,1,0.924,0.887,0.0,0.233,0.88,118.748,1
1SU29uX1yn0OwbI2buipro,Olguita - Instrumental (Remasterizado),0,166907,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-06,0.884,0.202,6,-16.576,1,0.197,0.994,0.641,0.122,0.711,118.905,4
1SsZhInlXGIpS3kpFIVfqx,Chapter 4.2 & Chapter 5.1 - Dolina strachu,0,132215,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.671,0.311,1,-18.764,0,0.935,0.774,0.0,0.282,0.685,96.531,3
1SyvDdjArtApJ7UJRPasT1,Chapter 186.2 & Chapter 187.1 - Sprawy Sherlocka Holmesa,0,142156,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.616,0.228,1,-19.658,1,0.952,0.848,0.0,0.188,0.794,75.98,1
1T7XJ7jlUYrB5aGhv88yXm,Chapter 48.2 & Chapter 49.1 - Dolina strachu,0,133607,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.723,0.288,2,-19.732,1,0.913,0.825,0.0,0.182,0.649,127.451,4
1T9JkVuVyDjpz8orCXyIkt,Chapter 14.2 & Chapter 15.1 - Sprawy Sherlocka Holmesa,0,132563,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.656,0.331,1,-17.821,1,0.941,0.804,0.0,0.168,0.797,91.689,4
1U9MDStD0LFTiUuArWWnHu,Tiempos Viejos - Instrumental (Remasterizado),0,186547,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-23,0.808,0.291,2,-9.466,1,0.0948,0.994,0.00918,0.069,0.892,116.189,4
1UZvoMUmLp9aElgjaNjtE9,Carta Brava - Instrumental (Remasterizado),0,162413,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-16,0.461,0.126,5,-22.793,1,0.0519,0.986,0.843,0.112,0.659,120.866,4
1Uga1iS1utgNCyJErLgB97,Memphis Yodel,1,213920,0,['Jimmie Rodgers'],['0Y0ZlznP6vzTS1qAm5dvTN'],1927,0.359,0.597,2,-3.875,1,0.0334,0.932,0.0,0.27,0.582,82.28,4
1UiWXfO0SUTUTaPqVRmRep,Chapter 111.2 & Chapter 112.1 - Dolina strachu,0,136764,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.696,0.234,9,-18.668,1,0.934,0.85,0.0,0.175,0.71,98.816,4
1VE2FQrp6BtpxYgXlwTAJB,I Don't Mind,0,229067,0,"['Paul Bridgwater', 'Geoff Horgan']","['68DP7toVeRW33XiwZtfPR6', '3PIU2rpLGrk1NvUCSMiQo7']",1927,0.666,0.54,0,-7.158,1,0.0258,0.0464,0.00368,0.0801,0.513,96.891,4
1W4wJfQWYkxmaK4EXimVJz,Chapter 252.2 & Chapter 253.1 - Sprawy Sherlocka Holmesa,0,134765,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.725,0.308,6,-18.532,1,0.951,0.866,0.0,0.155,0.809,83.277,3
1WBz1BpsoFEHK7Va6Qw7cn,In the Jailhouse Now,1,190533,0,['Jimmie Rodgers'],['0Y0ZlznP6vzTS1qAm5dvTN'],1927,0.5,0.604,7,-2.713,1,0.0268,0.953,0.000447,0.0923,0.596,80.197,4
1WHDl3i82kra1IjjT8vP2A,Chapter 76.2 & Chapter 77.1 - Sprawy Sherlocka Holmesa,0,129315,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.695,0.244,1,-18.419,1,0.938,0.819,0.0,0.187,0.829,103.028,4
1WdSoljzM94W0EFhTRhH5r,El Taita Ladrón - Remasterizado,0,167213,0,"['Francisco Canaro', 'Luis Scalon']","['2maQMqxNnlRrBrS1oAsrX9', '6STVN9Y7bEOXfHYtarhzsT']",1927-09-16,0.686,0.187,8,-17.121,1,0.104,0.992,0.938,0.141,0.819,118.36,4
1WxQPVLcu6LZ7h3wgXW0Ke,Away Out On the Mountain,2,197800,0,['Jimmie Rodgers'],['0Y0ZlznP6vzTS1qAm5dvTN'],1927,0.67,0.652,2,-4.545,1,0.0266,0.957,0.0,0.0919,0.644,142.578,4
1Xhd4RZCO7jw1BBgjvJbMF,Chapter 74.2 & Chapter 75 & Chapter 76.1 - Dolina strachu,0,136986,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.699,0.338,1,-16.331,1,0.946,0.853,0.0,0.224,0.656,100.935,3
1YIxsw0mYCCmzhBEplvZPR,Sierra Chica - Remasterizado,0,167493,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-20,0.769,0.171,0,-10.708,1,0.0828,0.993,0.211,0.113,0.746,115.14,4
1YcJBsPDvmmHwCiU36VQ9I,El Mal Que Me Hiciste,0,184387,0,"['Francisco Canaro', 'Agustín Irusta']","['2maQMqxNnlRrBrS1oAsrX9', '1QzkpIrrMhBwTa1eb7o9XD']",1927-09-11,0.693,0.272,5,-16.977,0,0.166,0.99,0.109,0.115,0.622,114.407,4
1Z25nBJOgArv707lJMBKm4,California Blues,1,182107,0,['Jimmie Rodgers'],['0Y0ZlznP6vzTS1qAm5dvTN'],1927,0.487,0.476,7,-5.369,1,0.031,0.969,0.0,0.398,0.681,114.757,4
1ZVJPBSjMbkuHGaEwkcR0q,En la Cortada - Remasterizado,0,146453,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.525,0.121,11,-25.775,1,0.0744,0.996,0.924,0.101,0.551,121.913,4
1ZYJHYpQNlwl3yoYzO2sgD,Back Door Blues,0,179258,0,['Emery Glen'],['7L6Nk1xCXx8z7ljQiNytdd'],1927-01-02,0.536,0.0978,7,-13.375,1,0.0668,0.988,2.54E-06,0.152,0.421,133.819,4
1ZkKpatfgLqJwcf9g1WAtx,Caferata - Instrumental (Remasterizado),0,189800,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-23,0.738,0.272,2,-7.619,1,0.205,0.993,0.275,0.114,0.712,111.421,4
1ZlxkymWGCS1t2O7fXEkZz,C'est La Valse Des Costauds,0,123907,0,['Fréhel'],['0ike8zNDzesj4aOoyZMKho'],1927,0.775,0.217,9,-11.605,1,0.0851,0.977,0.0,0.0928,0.904,87.487,4
1ZwKIVL4kv9Lbhy8yzmvhQ,Ditty Diego,0,185480,0,['White Flag'],['7EfjlUkmDeit4BHiUNgmxK'],1927,0.179,0.921,3,-5.374,0,0.0526,0.000235,0.335,0.383,0.732,149.084,4
1aJ4ZJKcOyHL1Q7JIm0ArN,Las Madreselvas - Remasterizado,0,129173,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.484,0.161,3,-25.94,1,0.044,0.989,0.889,0.108,0.81,117.556,3
1brFdWMvoSjE4t3gm5vA2q,Chapter 83.2 & Chapter 84.1 - Sprawy Sherlocka Holmesa,0,126936,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.7,0.251,1,-18.728,1,0.952,0.844,0.0,0.213,0.603,107.034,3
1cEz9WS2oY3ar9SMP4RneG,Dites Moi Ma Mère,0,184333,0,['Maurice Chevalier'],['3QXjI80udwDSEfxK5BjUXc'],1927,0.702,0.359,5,-12.658,0,0.187,0.959,0.0368,0.0822,0.881,132.422,4
1ca1yB1MnJOJWfcfrEUoK3,Wherever You Are - Live,0,177933,0,"['Billie Holiday', 'Teddy Wilson']","['1YzCsTRb22dQkh9lghPIrp', '0tg5uVI4VjzZOFzBryJZii']",1927,0.55,0.135,7,-14.114,0,0.0345,0.985,3.69E-06,0.211,0.534,78.053,3
1cuexdyrEunj20kIQdSqHd,Que Mala Fuiste - Remasterizado,0,161613,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1927-05-14,0.589,0.179,11,-16.648,0,0.151,0.984,0.0173,0.16,0.753,44.299,3
1dIHYk1YtMY4H08MLg28lO,Chapter 127.2 & Chapter 128.1 - Sprawy Sherlocka Holmesa,0,128022,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.75,0.24,11,-17.866,0,0.951,0.916,0.0,0.228,0.717,103.194,4
1dPKXfSnwahh0hgNe5yUDj,Ya Llegará tu Día - Instrumental (Remasterizado),0,186813,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-09-17,0.752,0.156,7,-16.553,0,0.102,0.994,0.933,0.11,0.758,114.373,4
1dWpIGZup4oaNjqPIdikEE,Chapter 82.2 & Chapter 83.1 - Sprawy Sherlocka Holmesa,0,138695,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.631,0.234,1,-18.68,1,0.959,0.838,0.0,0.126,0.702,168.075,4
